,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed
234100,107835,2017,7,0,0,0.0,0,0
234101,107902,2017,7,0,0,0.0,0,0
234102,331669,2017,1,0,0,0.0,0,0
234103,331669,2017,2,0,0,0.0,0,0
234104,108481,2017,7,0,0,0.0,0,0
234105,108625,2017,7,0,0,0.0,0,0
234106,108666,2017,7,0,0,0.0,0,0
234107,331669,2017,4,0,0,0.0,0,0
234108,331669,2017,5,0,0,0.0,0,0
234109,109022,2017,7,0,0,0.0,0,0
234110,109023,2017,7,0,0,0.0,0,0
234111,109029,2017,7,0,0,0.0,0,0
234112,109203,2017,7,0,0,0.0,0,0
234113,109399,2017,7,0,0,0.0,0,0
234114,109495,2017,7,0,0,0.0,0,0
234115,109552,2017,7,0,0,0.0,0,0
234116,109896,2017,7,0,0,0.0,0,0
234117,109903,2017,7,0,0,0.0,0,0
234118,331669,2017,7,0,0,0.0,0,0
234119,110073,2017,7,0,0,0.0,0,0
234120,331669,2017,9,0,0,0.0,0,0
234121,110170,2017,7,0,0,0.0,0,0
234122,331669,2017,10,0,0,0.0,0,0
234123,110296,2017,7,0,0,0.0,0,0
234124,110394,2017,7,0,0,0.0,0,0
234125,110422,2017,7,0,0,0.0,0,0
234126,331669,2017,11,0,0,0.0,0,0
234127,110752,2017,7,0,0,0.0,0,0
234128,111387,2017,7,0,0,0.0,0,0
234129,111573,2017,7,0,0,0.0,0,0
234130,331669,2017,12,0,0,0.0,0,0
234131,111788,2017,7,0,0,0.0,0,0
234132,331669,2018,1,0,0,0.0,0,0
234133,112026,2017,7,0,0,0.0,0,0
234134,112226,2017,7,0,0,0.0,0,0
234135,331669,2018,2,0,0,0.0,0,0
234136,112678,2017,7,0,0,0.0,0,0
234137,112709,2017,7,0,0,0.0,0,0
234138,112797,2017,7,0,0,0.0,0,0
234139,112842,2017,7,0,0,0.0,0,0
234140,112863,2017,7,0,0,0.0,0,0
234141,112894,2017,7,0,0,0.0,0,0
234142,113184,2017,7,0,0,0.0,0,0
234143,113220,2017,7,0,0,0.0,0,0
234144,113293,2017,7,0,0,0.0,0,0
234145,331669,2018,3,0,0,0.0,0,0
234146,113363,2017,7,0,0,0.0,0,0
234147,113442,2017,7,0,0,0.0,0,0
234148,113529,2017,7,0,0,0.0,0,0
234149,331669,2018,4,0,0,0.0,0,0
234150,113656,2017,7,0,0,0.0,0,0
234151,113755,2017,7,0,0,0.0,0,0
234152,113804,2017,7,0,0,0.0,0,0
234153,113864,2017,7,0,0,0.0,0,0
234154,331669,2018,5,0,0,0.0,0,0
234155,114399,2017,7,0,0,0.0,0,0
234156,114493,2017,7,0,0,0.0,0,0
234157,114700,2017,7,0,0,0.0,0,0
234158,114743,2017,7,0,0,0.0,0,0
234159,114835,2017,7,0,0,0.0,0,0
234160,114903,2017,7,0,0,0.0,0,0
234161,331669,2018,6,0,0,0.0,0,0
234162,114983,2017,7,0,0,0.0,0,0
234163,115198,2017,7,0,0,0.0,0,0
234164,115322,2017,7,0,0,0.0,0,0
234165,115633,2017,7,0,0,0.0,0,0
234166,115749,2017,7,0,0,0.0,0,0
234167,115805,2017,7,0,0,0.0,0,0
234168,115852,2017,7,0,0,0.0,0,0
234169,116164,2017,7,0,0,0.0,0,0
234170,331669,2018,7,0,0,0.0,0,0
234171,116238,2017,7,0,0,0.0,0,0
234172,116288,2017,7,0,0,0.0,0,0
234173,116562,2017,7,0,0,0.0,0,0
234174,116732,2017,7,0,0,0.0,0,0
234175,116897,2017,7,0,0,0.0,0,0
234176,116932,2017,7,0,0,0.0,0,0
234177,116948,2017,7,0,0,0.0,0,0
234178,116999,2017,7,0,0,0.0,0,0
234179,117033,2017,7,0,0,0.0,0,0
234180,117240,2017,7,0,0,0.0,0,0
234181,117351,2017,7,0,0,0.0,0,0
234182,117358,2017,7,0,0,0.0,0,0
234183,117725,2017,7,0,0,0.0,0,0
234184,117832,2017,7,0,0,0.0,0,0
234185,117932,2017,7,0,0,0.0,0,0
234186,331669,2018,8,0,0,0.0,0,0
234187,118298,2017,7,0,0,0.0,0,0
234188,118320,2017,7,0,0,0.0,0,0
234189,118355,2017,7,0,0,0.0,0,0
234190,331669,2018,9,0,0,0.0,0,0
234191,331669,2018,10,0,0,0.0,0,0
234192,118514,2017,7,0,0,0.0,0,0
234193,118612,2017,7,0,0,0.0,0,0
234194,118628,2017,7,0,0,0.0,0,0
234195,118688,2017,7,0,0,0.0,0,0
234196,331669,2018,11,0,0,0.0,0,0
234197,118864,2017,7,0,0,0.0,0,0
234198,119009,2017,7,0,0,0.0,0,0
234199,119015,2017,7,0,0,0.0,0,0
234200,119200,2017,7,0,0,0.0,0,0
234201,119408,2017,7,0,0,0.0,0,0
234202,119460,2017,7,0,0,0.0,0,0
234203,119488,2017,7,0,0,0.0,0,0
234204,119633,2017,7,0,0,0.0,0,0
234205,119690,2017,7,0,0,0.0,0,0
234206,119917,2017,7,0,0,0.0,0,0
234207,120046,2017,7,0,0,0.0,0,0
234208,120126,2017,7,0,0,0.0,0,0
234209,120140,2017,7,0,0,0.0,0,0
234210,120206,2017,7,0,0,0.0,0,0
234211,120434,2017,7,0,0,0.0,0,0
234212,120613,2017,7,0,0,0.0,0,0
234213,120635,2017,7,0,0,0.0,0,0
234214,120799,2017,7,0,0,0.0,0,0
234215,121139,2017,7,0,0,0.0,0,0
234216,121183,2017,7,0,0,0.0,0,0
234217,331669,2018,12,0,0,0.0,0,0
234218,331995,2017,1,0,0,0.0,0,0
234219,121469,2017,7,0,0,0.0,0,0
234220,121710,2017,7,0,0,0.0,0,0
234221,121737,2017,7,0,0,0.0,0,0
234222,121751,2017,7,0,0,0.0,0,0
234223,121856,2017,7,0,0,0.0,0,0
234224,121919,2017,7,0,0,0.0,0,0
234225,121930,2017,7,0,0,0.0,0,0
234226,121999,2017,7,0,0,0.0,0,0
234227,122173,2017,7,0,0,0.0,0,0
234228,122206,2017,7,0,0,0.0,0,0
234229,122283,2017,7,0,0,0.0,0,0
234230,331995,2017,2,0,0,0.0,0,0
234231,122561,2017,7,0,0,0.0,0,0
234232,122685,2017,7,0,0,0.0,0,0
234233,122858,2017,7,0,0,0.0,0,0
234234,122946,2017,7,0,0,0.0,0,0
234235,123094,2017,7,0,0,0.0,0,0
234236,123151,2017,7,0,0,0.0,0,0
234237,123164,2017,7,0,0,0.0,0,0
234238,123344,2017,7,0,0,0.0,0,0
234239,123393,2017,7,0,0,0.0,0,0
234240,123538,2017,7,0,0,0.0,0,0
234241,331995,2017,3,0,0,0.0,0,0
234242,123667,2017,7,0,0,0.0,0,0
234243,123702,2017,7,0,0,0.0,0,0
234244,123727,2017,7,0,0,0.0,0,0
234245,123780,2017,7,0,0,0.0,0,0
234246,123784,2017,7,0,0,0.0,0,0
234247,123830,2017,7,0,0,0.0,0,0
234248,123908,2017,7,0,0,0.0,0,0
234249,123928,2017,7,0,0,0.0,0,0
234250,123944,2017,7,0,0,0.0,0,0
234251,124119,2017,7,0,0,0.0,0,0
234252,124195,2017,7,0,0,0.0,0,0
234253,124207,2017,7,0,0,0.0,0,0
234254,124355,2017,7,0,0,0.0,0,0
234255,124377,2017,7,0,0,0.0,0,0
234256,124536,2017,7,0,0,0.0,0,0
234257,124931,2017,7,0,0,0.0,0,0
234258,124987,2017,7,0,0,0.0,0,0
234259,125059,2017,7,0,0,0.0,0,0
234260,125393,2017,7,0,0,0.0,0,0
234261,125493,2017,7,0,0,0.0,0,0
234262,125606,2017,7,0,0,0.0,0,0
234263,125919,2017,7,0,0,0.0,0,0
234264,126100,2017,7,0,0,0.0,0,0
234265,126100,2017,7,0,0,0.0,0,0
234266,331995,2017,5,0,0,0.0,0,0
234267,126181,2017,7,0,0,0.0,0,0
234268,126239,2017,7,0,0,0.0,0,0
234269,331995,2017,6,0,0,0.0,0,0
234270,126466,2017,7,0,0,0.0,0,0
234271,126526,2017,7,0,0,0.0,0,0
234272,127052,2017,7,0,0,0.0,0,0
234273,127128,2017,7,0,0,0.0,0,0
234274,127241,2017,7,0,0,0.0,0,0
234275,127289,2017,7,0,0,0.0,0,0
234276,127496,2017,7,0,0,0.0,0,0
234277,127725,2017,7,0,0,0.0,0,0
234278,127946,2017,7,0,0,0.0,0,0
234279,128032,2017,7,0,0,0.0,0,0
234280,128039,2017,7,0,0,0.0,0,0
234281,128041,2017,7,0,0,0.0,0,0
234282,331995,2017,8,0,0,0.0,0,0
234283,128325,2017,7,0,0,0.0,0,0
234284,128405,2017,7,0,0,0.0,0,0
234285,128459,2017,7,0,0,0.0,0,0
234286,128475,2017,7,0,0,0.0,0,0
234287,517405,2018,1,0,0,0.0,334,60
234288,128572,2017,7,0,0,0.0,0,0
234289,128587,2017,7,0,0,0.0,0,0
234290,128611,2017,7,0,0,0.0,0,0
234291,128615,2017,7,0,0,0.0,0,0
234292,128633,2017,7,0,0,0.0,0,0
234293,128749,2017,7,0,0,0.0,0,0
234294,128753,2017,7,0,0,0.0,0,0
234295,331995,2017,9,0,0,0.0,0,0
234296,129030,2017,7,0,0,0.0,0,0
234297,129071,2017,7,0,0,0.0,0,0
234298,129171,2017,7,0,0,0.0,0,0
234299,129328,2017,7,0,0,0.0,0,0
234300,129429,2017,7,0,0,0.0,0,0
234301,129743,2017,7,0,0,0.0,0,0
234302,418793,2017,3,0,0,0.0,409,74
234303,130086,2017,7,0,0,0.0,0,0
234304,130179,2017,7,0,0,0.0,0,0
234305,130208,2017,7,0,0,0.0,0,0
234306,331995,2017,10,0,0,0.0,0,0
234307,130326,2017,7,0,0,0.0,0,0
234308,130331,2017,7,0,0,0.0,0,0
234309,130331,2017,7,0,0,0.0,0,0
234310,130419,2017,7,0,0,0.0,0,0
234311,331995,2017,11,0,0,0.0,0,0
234312,130548,2017,7,0,0,0.0,0,0
234313,130823,2017,7,0,0,0.0,0,0
234314,131036,2017,7,0,0,0.0,0,0
234315,131098,2017,7,0,0,0.0,0,0
234316,131228,2017,7,0,0,0.0,0,0
234317,131253,2017,7,0,0,0.0,0,0
234318,131257,2017,7,0,0,0.0,0,0
234319,247220,2017,5,0,0,0.0,409,74
234320,131560,2017,7,0,0,0.0,0,0
234321,131637,2017,7,0,0,0.0,0,0
234322,131717,2017,7,0,0,0.0,0,0
234323,131761,2017,7,0,0,0.0,0,0
234324,131772,2017,7,0,0,0.0,0,0
234325,131815,2017,7,0,0,0.0,0,0
234326,131893,2017,7,0,0,0.0,0,0
234327,131956,2017,7,0,0,0.0,0,0
234328,131990,2017,7,0,0,0.0,0,0
234329,131997,2017,7,0,0,0.0,0,0
234330,132045,2017,7,0,0,0.0,0,0
234331,958491,2018,3,0,0,0.0,409,74
234332,132319,2017,7,0,0,0.0,0,0
234333,132320,2017,7,0,0,0.0,0,0
234334,132552,2017,7,0,0,0.0,0,0
234335,132705,2017,7,0,0,0.0,0,0
234336,132756,2017,7,0,0,0.0,0,0
234337,132774,2017,7,0,0,0.0,0,0
234338,132884,2017,7,0,0,0.0,0,0
234339,132914,2017,7,0,0,0.0,0,0
234340,331995,2017,12,0,0,0.0,0,0
234341,709659,2018,9,0,0,0.0,383,69
234342,133463,2017,7,0,0,0.0,0,0
234343,133608,2017,7,0,0,0.0,0,0
234344,133698,2017,7,0,0,0.0,0,0
234345,133730,2017,7,0,0,0.0,0,0
234346,133821,2017,7,0,0,0.0,0,0
234347,134000,2017,7,0,0,0.0,0,0
234348,134012,2017,7,0,0,0.0,0,0
234349,134180,2017,7,0,0,0.0,0,0
234350,134241,2017,7,0,0,0.0,0,0
234351,134279,2017,7,0,0,0.0,0,0
234352,134397,2017,7,0,0,0.0,0,0
234353,134827,2017,7,0,0,0.0,0,0
234354,134847,2017,7,0,0,0.0,0,0
234355,134857,2017,7,0,0,0.0,0,0
234356,135279,2017,7,0,0,0.0,0,0
234357,533666,2017,8,0,0,0.0,457,82
234358,135421,2017,7,0,0,0.0,0,0
234359,135421,2017,7,0,0,0.0,0,0
234360,135574,2017,7,0,0,0.0,0,0
234361,135578,2017,7,0,0,0.0,0,0
234362,135635,2017,7,0,0,0.0,0,0
234363,135808,2017,7,0,0,0.0,0,0
234364,135841,2017,7,0,0,0.0,0,0
234365,331995,2018,1,0,0,0.0,0,0
234366,331995,2018,2,0,0,0.0,0,0
234367,136049,2017,7,0,0,0.0,0,0
234368,136065,2017,7,0,0,0.0,0,0
234369,527235,2017,10,0,0,0.0,365,66
234370,136230,2017,7,0,0,0.0,0,0
234371,136345,2017,7,0,0,0.0,0,0
234372,136464,2017,7,0,0,0.0,0,0
234373,331995,2018,3,0,0,0.0,0,0
234374,136547,2017,7,0,0,0.0,0,0
234375,136608,2017,7,0,0,0.0,0,0
234376,331995,2018,4,0,0,0.0,0,0
234377,331995,2018,5,0,0,0.0,0,0
234378,136906,2017,7,0,0,0.0,0,0
234379,137020,2017,7,0,0,0.0,0,0
234380,137040,2017,7,0,0,0.0,0,0
234381,137185,2017,7,0,0,0.0,0,0
234382,137209,2017,7,0,0,0.0,0,0
234383,137251,2017,7,0,0,0.0,0,0
234384,137383,2017,7,0,0,0.0,0,0
234385,331995,2018,6,0,0,0.0,0,0
234386,137744,2017,7,0,0,0.0,0,0
234387,137850,2017,7,0,0,0.0,0,0
234388,331995,2018,7,0,0,0.0,0,0
234389,173398,2018,10,0,0,0.0,365,66
234390,137968,2017,7,0,0,0.0,0,0
234391,137973,2017,7,0,0,0.0,0,0
234392,331995,2018,8,0,0,0.0,0,0
234393,331995,2018,9,0,0,0.0,0,0
234394,138369,2017,7,0,0,0.0,0,0
234395,138449,2017,7,0,0,0.0,0,0
234396,138475,2017,7,0,0,0.0,0,0
234397,138653,2017,7,0,0,0.0,0,0
234398,138737,2017,7,0,0,0.0,0,0
234399,138759,2017,7,0,0,0.0,0,0
234400,741842,2017,6,0,0,0.0,488,88
234401,138777,2017,7,0,0,0.0,0,0
234402,138810,2017,7,0,0,0.0,0,0
234403,138853,2017,7,0,0,0.0,0,0
234404,331995,2018,10,0,0,0.0,0,0
234405,138896,2017,7,0,0,0.0,0,0
234406,138981,2017,7,0,0,0.0,0,0
234407,139022,2017,7,0,0,0.0,0,0
234408,538979,2018,6,0,0,0.0,488,88
234409,139270,2017,7,0,0,0.0,0,0
234410,139356,2017,7,0,0,0.0,0,0
234411,331995,2018,11,0,0,0.0,0,0
234412,139532,2017,7,0,0,0.0,0,0
234413,139600,2017,7,0,0,0.0,0,0
234414,139682,2017,7,0,0,0.0,0,0
234415,139699,2017,7,0,0,0.0,0,0
234416,139974,2017,7,0,0,0.0,0,0
234417,140005,2017,7,0,0,0.0,0,0
234418,140042,2017,7,0,0,0.0,0,0
234419,140079,2017,7,0,0,0.0,0,0
234420,331995,2018,12,0,0,0.0,0,0
234421,140191,2017,7,0,0,0.0,0,0
234422,140223,2017,7,0,0,0.0,0,0
234423,140290,2017,7,0,0,0.0,0,0
234424,140375,2017,7,0,0,0.0,0,0
234425,140381,2017,7,0,0,0.0,0,0
234426,140391,2017,7,0,0,0.0,0,0
234427,140419,2017,7,0,0,0.0,0,0
234428,140534,2017,7,0,0,0.0,0,0
234429,140598,2017,7,0,0,0.0,0,0
234430,140735,2017,7,0,0,0.0,0,0
234431,140750,2017,7,0,0,0.0,0,0
234432,140768,2017,7,0,0,0.0,0,0
234433,140769,2017,7,0,0,0.0,0,0
234434,140823,2017,7,0,0,0.0,0,0
234435,140891,2017,7,0,0,0.0,0,0
234436,141181,2017,7,0,0,0.0,0,0
234437,141456,2017,7,0,0,0.0,0,0
234438,141655,2017,7,0,0,0.0,0,0
234439,141844,2017,7,0,0,0.0,0,0
234440,141945,2017,7,0,0,0.0,0,0
234441,142122,2017,7,0,0,0.0,0,0
234442,142224,2017,7,0,0,0.0,0,0
234443,963502,2017,12,0,0,0.0,435,78
234444,142354,2017,7,0,0,0.0,0,0
234445,142371,2017,7,0,0,0.0,0,0
234446,142511,2017,7,0,0,0.0,0,0
234447,142545,2017,7,0,0,0.0,0,0
234448,142649,2017,7,0,0,0.0,0,0
234449,142686,2017,7,0,0,0.0,0,0
234450,105712,2018,12,0,0,0.0,435,78
234451,142763,2017,7,0,0,0.0,0,0
234452,142800,2017,7,0,0,0.0,0,0
234453,142812,2017,7,0,0,0.0,0,0
234454,142855,2017,7,0,0,0.0,0,0
234455,142925,2017,7,0,0,0.0,0,0
234456,143087,2017,7,0,0,0.0,0,0
234457,143266,2017,7,0,0,0.0,0,0
234458,143730,2017,7,0,0,0.0,0,0
234459,144261,2017,7,0,0,0.0,0,0
234460,144301,2017,7,0,0,0.0,0,0
234461,144641,2017,7,0,0,0.0,0,0
234462,144695,2017,7,0,0,0.0,0,0
234463,144702,2017,7,0,0,0.0,0,0
234464,144756,2017,7,0,0,0.0,0,0
234465,144830,2017,7,0,0,0.0,0,0
234466,145017,2017,7,0,0,0.0,0,0
234467,145192,2017,7,0,0,0.0,0,0
234468,145193,2017,7,0,0,0.0,0,0
234469,145292,2017,7,0,0,0.0,0,0
234470,145480,2017,7,0,0,0.0,0,0
234471,145542,2017,7,0,0,0.0,0,0
234472,145552,2017,7,0,0,0.0,0,0
234473,145688,2017,7,0,0,0.0,0,0
234474,145988,2017,7,0,0,0.0,0,0
234475,146067,2017,7,0,0,0.0,0,0
234476,146354,2017,7,0,0,0.0,0,0
234477,146400,2017,7,0,0,0.0,0,0
234478,146527,2017,7,0,0,0.0,0,0
234479,146560,2017,7,0,0,0.0,0,0
234480,146572,2017,7,0,0,0.0,0,0
234481,146839,2017,7,0,0,0.0,0,0
234482,147272,2017,7,0,0,0.0,0,0
234483,147408,2017,7,0,0,0.0,0,0
234484,147700,2017,7,0,0,0.0,0,0
234485,147891,2017,7,0,0,0.0,0,0
234486,148111,2017,7,0,0,0.0,0,0
234487,148216,2017,7,0,0,0.0,0,0
234488,148299,2017,7,0,0,0.0,0,0
234489,148322,2017,7,0,0,0.0,0,0
234490,148368,2017,7,0,0,0.0,0,0
234491,148382,2017,7,0,0,0.0,0,0
234492,148453,2017,7,0,0,0.0,0,0
234493,148677,2017,7,0,0,0.0,0,0
234494,148690,2017,7,0,0,0.0,0,0
234495,148766,2017,7,0,0,0.0,0,0
234496,148810,2017,7,0,0,0.0,0,0
234497,148865,2017,7,0,0,0.0,0,0
234498,149174,2017,7,0,0,0.0,0,0
234499,149426,2017,7,0,0,0.0,0,0
234500,149542,2017,7,0,0,0.0,0,0
234501,149655,2017,7,0,0,0.0,0,0
234502,149782,2017,7,0,0,0.0,0,0
234503,149846,2017,7,0,0,0.0,0,0
234504,149912,2017,7,0,0,0.0,0,0
234505,149981,2017,7,0,0,0.0,0,0
234506,149993,2017,7,0,0,0.0,0,0
234507,150074,2017,7,0,0,0.0,0,0
234508,150134,2017,7,0,0,0.0,0,0
234509,150141,2017,7,0,0,0.0,0,0
234510,150596,2017,7,0,0,0.0,0,0
234511,150656,2017,7,0,0,0.0,0,0
234512,150671,2017,7,0,0,0.0,0,0
234513,150751,2017,7,0,0,0.0,0,0
234514,151010,2017,7,0,0,0.0,0,0
234515,151036,2017,7,0,0,0.0,0,0
234516,151554,2017,7,0,0,0.0,0,0
234517,151571,2017,7,0,0,0.0,0,0
234518,151967,2017,7,0,0,0.0,0,0
234519,152139,2017,7,0,0,0.0,0,0
234520,152276,2017,7,0,0,0.0,0,0
234521,152305,2017,7,0,0,0.0,0,0
234522,152355,2017,7,0,0,0.0,0,0
234523,152423,2017,7,0,0,0.0,0,0
234524,152685,2017,7,0,0,0.0,0,0
234525,152740,2017,7,0,0,0.0,0,0
234526,152778,2017,7,0,0,0.0,0,0
234527,152936,2017,7,0,0,0.0,0,0
234528,153072,2017,7,0,0,0.0,0,0
234529,153075,2017,7,0,0,0.0,0,0
234530,153146,2017,7,0,0,0.0,0,0
234531,153439,2017,7,0,0,0.0,0,0
234532,153462,2017,7,0,0,0.0,0,0
234533,153600,2017,7,0,0,0.0,0,0
234534,153884,2017,7,0,0,0.0,0,0
234535,153953,2017,7,0,0,0.0,0,0
234536,153968,2017,7,0,0,0.0,0,0
234537,153987,2017,7,0,0,0.0,0,0
234538,154173,2017,7,0,0,0.0,0,0
234539,154194,2017,7,0,0,0.0,0,0
234540,154736,2017,7,0,0,0.0,0,0
234541,154782,2017,7,0,0,0.0,0,0
234542,154855,2017,7,0,0,0.0,0,0
234543,154958,2017,7,0,0,0.0,0,0
234544,155348,2017,7,0,0,0.0,0,0
234545,155623,2017,7,0,0,0.0,0,0
234546,155763,2017,7,0,0,0.0,0,0
234547,155965,2017,7,0,0,0.0,0,0
234548,156031,2017,7,0,0,0.0,0,0
234549,156031,2017,7,0,0,0.0,0,0
234550,156305,2017,7,0,0,0.0,0,0
234551,156313,2017,7,0,0,0.0,0,0
234552,156355,2017,7,0,0,0.0,0,0
234553,156666,2017,7,0,0,0.0,0,0
234554,156730,2017,7,0,0,0.0,0,0
234555,156870,2017,7,0,0,0.0,0,0
234556,156945,2017,7,0,0,0.0,0,0
234557,156959,2017,7,0,0,0.0,0,0
234558,156980,2017,7,0,0,0.0,0,0
234559,157092,2017,7,0,0,0.0,0,0
234560,157200,2017,7,0,0,0.0,0,0
234561,157566,2017,7,0,0,0.0,0,0
234562,157672,2017,7,0,0,0.0,0,0
234563,157816,2017,7,0,0,0.0,0,0
234564,157879,2017,7,0,0,0.0,0,0
234565,157902,2017,7,0,0,0.0,0,0
234566,157971,2017,7,0,0,0.0,0,0
234567,158113,2017,7,0,0,0.0,0,0
234568,158314,2017,7,0,0,0.0,0,0
234569,158401,2017,7,0,0,0.0,0,0
234570,158901,2017,7,0,0,0.0,0,0
234571,158969,2017,7,0,0,0.0,0,0
234572,158995,2017,7,0,0,0.0,0,0
234573,159227,2017,7,0,0,0.0,0,0
234574,159233,2017,7,0,0,0.0,0,0
234575,159359,2017,7,0,0,0.0,0,0
234576,159397,2017,7,0,0,0.0,0,0
234577,159533,2017,7,0,0,0.0,0,0
234578,159608,2017,7,0,0,0.0,0,0
234579,159745,2017,7,0,0,0.0,0,0
234580,159751,2017,7,0,0,0.0,0,0
234581,159800,2017,7,0,0,0.0,0,0
234582,159856,2017,7,0,0,0.0,0,0
234583,159942,2017,7,0,0,0.0,0,0
234584,159960,2017,7,0,0,0.0,0,0
234585,160154,2017,7,0,0,0.0,0,0
234586,160181,2017,7,0,0,0.0,0,0
234587,160250,2017,7,0,0,0.0,0,0
234588,160266,2017,7,0,0,0.0,0,0
234589,160320,2017,7,0,0,0.0,0,0
234590,160471,2017,7,0,0,0.0,0,0
234591,160640,2017,7,0,0,0.0,0,0
234592,160707,2017,7,0,0,0.0,0,0
234593,160740,2017,7,0,0,0.0,0,0
234594,160927,2017,7,0,0,0.0,0,0
234595,161276,2017,7,0,0,0.0,0,0
234596,334273,2017,1,0,0,0.0,0,0
234597,161414,2017,7,0,0,0.0,0,0
234598,161525,2017,7,0,0,0.0,0,0
234599,161546,2017,7,0,0,0.0,0,0
234600,161557,2017,7,0,0,0.0,0,0
234601,161574,2017,7,0,0,0.0,0,0
234602,334273,2017,3,0,0,0.0,0,0
234603,161728,2017,7,0,0,0.0,0,0
234604,161774,2017,7,0,0,0.0,0,0
234605,162013,2017,7,0,0,0.0,0,0
234606,162155,2017,7,0,0,0.0,0,0
234607,162180,2017,7,0,0,0.0,0,0
234608,162420,2017,7,0,0,0.0,0,0
234609,162456,2017,7,0,0,0.0,0,0
234610,162472,2017,7,0,0,0.0,0,0
234611,334273,2017,5,0,0,0.0,0,0
234612,162489,2017,7,0,0,0.0,0,0
234613,162568,2017,7,0,0,0.0,0,0
234614,163002,2017,7,0,0,0.0,0,0
234615,163058,2017,7,0,0,0.0,0,0
234616,163137,2017,7,0,0,0.0,0,0
234617,163301,2017,7,0,0,0.0,0,0
234618,277094,2017,12,0,0,0.0,561,101
234619,163405,2017,7,0,0,0.0,0,0
234620,163445,2017,7,0,0,0.0,0,0
234621,163481,2017,7,0,0,0.0,0,0
234622,163598,2017,7,0,0,0.0,0,0
234623,163615,2017,7,0,0,0.0,0,0
234624,163639,2017,7,0,0,0.0,0,0
234625,163645,2017,7,0,0,0.0,0,0
234626,163723,2017,7,0,0,0.0,0,0
234627,164013,2017,7,0,0,0.0,0,0
234628,164017,2017,7,0,0,0.0,0,0
234629,164064,2017,7,0,0,0.0,0,0
234630,164211,2017,7,0,0,0.0,0,0
234631,164363,2017,7,0,0,0.0,0,0
234632,164374,2017,7,0,0,0.0,0,0
234633,164388,2017,7,0,0,0.0,0,0
234634,164429,2017,7,0,0,0.0,0,0
234635,164500,2017,7,0,0,0.0,0,0
234636,164794,2017,7,0,0,0.0,0,0
234637,165022,2017,7,0,0,0.0,0,0
234638,165188,2017,7,0,0,0.0,0,0
234639,165443,2017,7,0,0,0.0,0,0
234640,165554,2017,7,0,0,0.0,0,0
234641,165596,2017,7,0,0,0.0,0,0
234642,165742,2017,7,0,0,0.0,0,0
234643,165827,2017,7,0,0,0.0,0,0
234644,282041,2017,4,0,0,0.0,461,83
234645,166011,2017,7,0,0,0.0,0,0
234646,166110,2017,7,0,0,0.0,0,0
234647,166475,2017,7,0,0,0.0,0,0
234648,166577,2017,7,0,0,0.0,0,0
234649,334273,2017,9,0,0,0.0,0,0
234650,166693,2017,7,0,0,0.0,0,0
234651,166705,2017,7,0,0,0.0,0,0
234652,166712,2017,7,0,0,0.0,0,0
234653,166825,2017,7,0,0,0.0,0,0
234654,166829,2017,7,0,0,0.0,0,0
234655,437357,2018,8,0,0,0.0,591,106
234656,166953,2017,7,0,0,0.0,0,0
234657,166955,2017,7,0,0,0.0,0,0
234658,167016,2017,7,0,0,0.0,0,0
234659,167177,2017,7,0,0,0.0,0,0
234660,167219,2017,7,0,0,0.0,0,0
234661,167465,2017,7,0,0,0.0,0,0
234662,167491,2017,7,0,0,0.0,0,0
234663,167578,2017,7,0,0,0.0,0,0
234664,167587,2017,7,0,0,0.0,0,0
234665,167670,2017,7,0,0,0.0,0,0
234666,167795,2017,7,0,0,0.0,0,0
234667,167879,2017,7,0,0,0.0,0,0
234668,168026,2017,7,0,0,0.0,0,0
234669,168123,2017,7,0,0,0.0,0,0
234670,168302,2017,7,0,0,0.0,0,0
234671,168349,2017,7,0,0,0.0,0,0
234672,168385,2017,7,0,0,0.0,0,0
234673,168418,2017,7,0,0,0.0,0,0
234674,168641,2017,7,0,0,0.0,0,0
234675,168727,2017,7,0,0,0.0,0,0
234676,169129,2017,7,0,0,0.0,0,0
234677,169131,2017,7,0,0,0.0,0,0
234678,169253,2017,7,0,0,0.0,0,0
234679,169270,2017,7,0,0,0.0,0,0
234680,169302,2017,7,0,0,0.0,0,0
234681,169393,2017,7,0,0,0.0,0,0
234682,169418,2017,7,0,0,0.0,0,0
234683,169603,2017,7,0,0,0.0,0,0
234684,169697,2017,7,0,0,0.0,0,0
234685,169857,2017,7,0,0,0.0,0,0
234686,169865,2017,7,0,0,0.0,0,0
234687,522572,2017,5,0,0,0.0,526,95
234688,169950,2017,7,0,0,0.0,0,0
234689,793285,2018,5,0,0,0.0,526,95
234690,170091,2017,7,0,0,0.0,0,0
234691,170152,2017,7,0,0,0.0,0,0
234692,170211,2017,7,0,0,0.0,0,0
234693,170311,2017,7,0,0,0.0,0,0
234694,170534,2017,7,0,0,0.0,0,0
234695,170544,2017,7,0,0,0.0,0,0
234696,170710,2017,7,0,0,0.0,0,0
234697,170799,2017,7,0,0,0.0,0,0
234698,170903,2017,7,0,0,0.0,0,0
234699,794552,2017,11,0,0,0.0,444,80
234700,170982,2017,7,0,0,0.0,0,0
234701,171027,2017,7,0,0,0.0,0,0
234702,171042,2017,7,0,0,0.0,0,0
234703,171137,2017,7,0,0,0.0,0,0
234704,171419,2017,7,0,0,0.0,0,0
234705,334273,2018,2,0,0,0.0,0,0
